Transaction Date,Close Date,Ticker,Transaction Price,Investment Amount,Position,Current Price,Profit/Loss,Monetary Gain/Loss,Min Profit/Loss,Max Profit/Loss,Action,Open @ Price,Closed @ Price
2024-08-29 14:45:25,2024-08-29 15:35:07,AUDUSD,,100.0,Long,,-0.2165589703368266,-6.4967691101048,-0.1453891144628742,0.0367279142452353,Closed (Stop Loss),0.6803,0.6788267493247986
2024-08-29 14:45:25,2024-08-29 17:58:00,GBPUSD,,100.0,Long,,0.1843656087718791,5.530968263156374,-0.1053781857244194,0.1302503887280822,Closed (Take Profit),1.316,1.318426251411438
2024-08-29 15:45:10,2024-08-29 17:58:01,AUDUSD,,100.0,Long,,0.263493597323113,7.904807919693392,-0.0277605617251722,0.204837148399209,Closed (Take Profit),0.6789,0.6806888580322266
2024-08-29 18:30:15,2024-08-30 02:01:12,AUDUSD,,100.0,Long,,-0.1970302344208961,-5.910907032626885,-0.1855085375166049,0.0442862790844052,Closed (Stop Loss),0.6808,0.6794586181640625
2024-08-29 17:09:41,2024-08-30 02:03:13,USDCAD,,100.0,Short,,-0.097951000187587,-2.938530005627611,-0.0957217970882402,0.1335676645588545,Closed (Stop Loss),1.3476,1.3489199876785278
2024-08-29 18:04:02,2024-08-30 17:46:55,GBPUSD,,100.0,Long,,-0.3995310234038002,-11.985930702114008,-0.1806144873482018,0.0418914372513224,Closed (Stop Loss),1.3185,1.313232183456421
2024-08-30 17:48:56,2024-08-30 17:50:57,GBPUSD,,100.0,Long,,-0.2872240610367504,-8.616721831102513,0.0,0.0,Closed (Stop Loss),1.3166,1.31281840801239
2024-08-30 19:21:25,2024-09-02 08:19:37,AUDUSD,,100.0,Long,,0.2202952971315213,6.608858913945641,-0.0519589019445936,0.2155346835863784,Closed (Take Profit),0.6761,0.6775894165039062
2024-08-30 20:51:55,2024-09-02 10:14:29,EURUSD,,100.0,Long,,0.2110246401470608,6.3307392044118265,-0.065807857618645,0.1777210772075327,Closed (Take Profit),1.1057,1.108033299446106
2024-08-30 17:54:58,2024-09-02 15:26:30,GBPUSD,,100.0,Long,,0.1562813934444753,4.68844180333426,-0.1194882794273593,0.158914949776442,Closed (Take Profit),1.3127,1.3147515058517456
2024-09-02 08:31:47,2024-09-02 16:57:05,AUDUSD,,100.0,Long,,0.2181487366245001,6.544462098735006,-0.0595167485898637,0.2549245738110867,Closed (Take Profit),0.6778,0.6792786121368408
